service_name,action,replicas,model_score,event_rate,created_at
fraud-detection,ELEVATED,2,0.88151,7,2026-05-16 18:00:36.104730
fraud-detection,ELEVATED,2,0.87142,6,2026-05-16 18:00:32.072889
fraud-detection,ELEVATED,2,0.88416,5,2026-05-16 18:00:26.015521
fraud-detection,ELEVATED,2,0.9148,6,2026-05-16 18:00:15.898673
fraud-detection,ELEVATED,2,0.91123,6,2026-05-16 18:00:03.767305
fraud-detection,ELEVATED,2,0.93779,8,2026-05-16 17:59:45.505953
fraud-detection,ELEVATED,2,0.94035,8,2026-05-16 17:59:39.423123
fraud-detection,SCALE,3,0.95425,10,2026-05-16 17:59:23.248763
fraud-detection,ELEVATED,2,0.95072,9,2026-05-16 17:59:17.204823
fraud-detection,ELEVATED,2,0.95804,9,2026-05-16 17:59:05.077930
fraud-detection,ELEVATED,2,0.94786,9,2026-05-16 17:59:03.048622
fraud-detection,ELEVATED,2,0.93452,9,2026-05-16 17:58:59.013780
fraud-detection,ELEVATED,2,0.93271,8,2026-05-16 17:58:55.059385
fraud-detection,ELEVATED,2,0.92141,9,2026-05-16 17:58:40.780676
fraud-detection,ELEVATED,2,0.91925,8,2026-05-16 17:58:38.772854
fraud-detection,ELEVATED,2,0.91584,7,2026-05-16 17:58:30.653056
fraud-detection,ELEVATED,2,0.92257,7,2026-05-16 17:58:26.625541
fraud-detection,ELEVATED,2,0.89023,9,2026-05-16 17:58:06.395314
fraud-detection,ELEVATED,2,0.88186,8,2026-05-16 17:58:04.363242
fraud-detection,ELEVATED,2,0.88401,7,2026-05-16 17:58:02.353464
fraud-detection,ELEVATED,2,0.88169,9,2026-05-16 17:57:50.134418
fraud-detection,ELEVATED,2,0.88826,9,2026-05-16 17:57:46.070338
fraud-detection,ELEVATED,2,0.88398,9,2026-05-16 17:57:29.860699
fraud-detection,ELEVATED,2,0.86939,9,2026-05-16 17:57:21.787481
fraud-detection,ELEVATED,2,0.87329,9,2026-05-16 17:57:15.727400
fraud-detection,ELEVATED,2,0.88288,9,2026-05-16 17:57:13.701117
fraud-detection,ELEVATED,2,0.90151,10,2026-05-16 17:57:01.600624
fraud-detection,ELEVATED,2,0.89443,9,2026-05-16 17:56:55.555171
fraud-detection,ELEVATED,2,0.90535,8,2026-05-16 17:56:53.533884
fraud-detection,ELEVATED,2,0.91881,7,2026-05-16 17:56:49.500206
fraud-detection,ELEVATED,2,0.93153,7,2026-05-16 17:56:43.423294
fraud-detection,ELEVATED,2,0.92801,7,2026-05-16 17:56:29.240843
fraud-detection,ELEVATED,2,0.93462,9,2026-05-16 17:56:21.165719
fraud-detection,ELEVATED,2,0.94222,9,2026-05-16 17:56:15.134810
fraud-detection,ELEVATED,2,0.94637,8,2026-05-16 17:56:11.111373
fraud-detection,ELEVATED,2,0.94244,7,2026-05-16 17:56:05.048944
fraud-detection,ELEVATED,2,0.92646,7,2026-05-16 17:55:46.825353
fraud-detection,ELEVATED,2,0.91655,8,2026-05-16 17:55:36.753559
fraud-detection,ELEVATED,2,0.9032,8,2026-05-16 17:55:28.691628
fraud-detection,ELEVATED,2,0.88943,7,2026-05-16 17:55:26.735130
fraud-detection,ELEVATED,2,0.89897,7,2026-05-16 17:55:24.631981
fraud-detection,ELEVATED,2,0.89531,7,2026-05-16 17:55:16.564804
fraud-detection,ELEVATED,2,0.89213,7,2026-05-16 17:55:00.410722
fraud-detection,ELEVATED,2,0.91667,9,2026-05-16 17:54:46.259091
fraud-detection,ELEVATED,2,0.92936,9,2026-05-16 17:54:42.225408
fraud-detection,ELEVATED,2,0.91796,9,2026-05-16 17:54:34.149861
fraud-detection,ELEVATED,2,0.92833,9,2026-05-16 17:54:26.046164
fraud-detection,ELEVATED,2,0.92179,9,2026-05-16 17:54:17.971403
fraud-detection,ELEVATED,2,0.90802,12,2026-05-16 17:54:05.845405
fraud-detection,ELEVATED,2,0.90578,13,2026-05-16 17:53:55.398443
fraud-detection,ELEVATED,2,0.90479,12,2026-05-16 17:53:53.399364
fraud-detection,ELEVATED,2,0.90405,11,2026-05-16 17:53:47.306319
fraud-detection,ELEVATED,2,0.89593,10,2026-05-16 17:53:43.250270
fraud-detection,ELEVATED,2,0.88779,10,2026-05-16 17:53:41.257880
fraud-detection,ELEVATED,2,0.89389,10,2026-05-16 17:53:29.138415
fraud-detection,ELEVATED,2,0.89488,10,2026-05-16 17:53:19.021822
fraud-detection,ELEVATED,2,0.90826,10,2026-05-16 17:53:14.982921
fraud-detection,ELEVATED,2,0.90198,9,2026-05-16 17:53:10.968314
fraud-detection,ELEVATED,2,0.89441,9,2026-05-16 17:53:08.974332
fraud-detection,ELEVATED,2,0.90707,9,2026-05-16 17:53:06.909048
fraud-detection,ELEVATED,2,0.92022,8,2026-05-16 17:53:04.961308
fraud-detection,ELEVATED,2,0.9258,7,2026-05-16 17:52:58.879458
fraud-detection,ELEVATED,2,0.9183,9,2026-05-16 17:52:42.577685
fraud-detection,ELEVATED,2,0.92155,8,2026-05-16 17:52:38.532565
fraud-detection,ELEVATED,2,0.90663,8,2026-05-16 17:52:26.457801
fraud-detection,ELEVATED,2,0.89804,8,2026-05-16 17:52:16.265246
fraud-detection,ELEVATED,2,0.87891,8,2026-05-16 17:52:10.178606
fraud-detection,ELEVATED,2,0.88424,7,2026-05-16 17:52:08.349633
fraud-detection,ELEVATED,2,0.88809,7,2026-05-16 17:51:51.975776
fraud-detection,ELEVATED,2,0.87183,7,2026-05-16 17:51:47.966112
fraud-detection,ELEVATED,2,0.89909,7,2026-05-16 17:51:43.901790
fraud-detection,ELEVATED,2,0.895,7,2026-05-16 17:51:37.827656
fraud-detection,ELEVATED,2,0.90722,6,2026-05-16 17:51:17.572064
fraud-detection,ELEVATED,2,0.92114,5,2026-05-16 17:51:13.582916
fraud-detection,ELEVATED,2,0.95263,3,2026-05-16 17:50:47.098511
fraud-detection,ELEVATED,2,0.93634,5,2026-05-16 17:50:06.686394
fraud-detection,ELEVATED,2,0.91772,5,2026-05-16 17:49:44.474778
fraud-detection,ELEVATED,2,0.913,7,2026-05-16 17:48:47.541809
fraud-detection,ELEVATED,2,0.93501,7,2026-05-16 17:48:35.467851
fraud-detection,ELEVATED,2,0.92931,7,2026-05-16 17:48:31.369705
fraud-detection,ELEVATED,2,0.93849,7,2026-05-16 17:48:13.138732
fraud-detection,ELEVATED,2,0.92978,6,2026-05-16 17:48:07.187245
fraud-detection,ELEVATED,2,0.91588,5,2026-05-16 17:48:05.109598
fraud-detection,ELEVATED,2,0.92612,6,2026-05-16 17:47:52.939307
fraud-detection,ELEVATED,2,0.94746,7,2026-05-16 17:47:36.766475
fraud-detection,ELEVATED,2,0.94749,7,2026-05-16 17:47:34.749614
fraud-detection,ELEVATED,2,0.94164,7,2026-05-16 17:47:26.673350
fraud-detection,ELEVATED,2,0.92773,8,2026-05-16 17:47:04.357614
fraud-detection,ELEVATED,2,0.92006,8,2026-05-16 17:46:54.179396
fraud-detection,ELEVATED,2,0.9108,7,2026-05-16 17:46:43.978160
fraud-detection,ELEVATED,2,0.88729,7,2026-05-16 17:46:37.696016
fraud-detection,ELEVATED,2,0.8757,6,2026-05-16 17:46:35.593189
fraud-detection,ELEVATED,2,0.86663,6,2026-05-16 17:46:31.587860
fraud-detection,ELEVATED,2,0.88296,8,2026-05-16 17:46:13.230054
fraud-detection,ELEVATED,2,0.88792,8,2026-05-16 17:46:07.175676
fraud-detection,ELEVATED,2,0.90015,8,2026-05-16 17:45:59.030228
fraud-detection,ELEVATED,2,0.9113,12,2026-05-16 17:45:38.881974
fraud-detection,ELEVATED,2,0.92346,13,2026-05-16 17:45:34.778169
fraud-detection,ELEVATED,2,0.92006,13,2026-05-16 17:45:28.525829
fraud-detection,ELEVATED,2,0.91008,13,2026-05-16 17:45:24.494802
fraud-detection,ELEVATED,2,0.91867,12,2026-05-16 17:45:18.363922
fraud-detection,ELEVATED,2,0.91968,12,2026-05-16 17:45:12.319866
fraud-detection,ELEVATED,2,0.91378,11,2026-05-16 17:45:04.293028
fraud-detection,ELEVATED,2,0.9002,13,2026-05-16 17:44:56.335987
fraud-detection,ELEVATED,2,0.90267,12,2026-05-16 17:44:53.980667
fraud-detection,ELEVATED,2,0.8959,11,2026-05-16 17:44:52.045148
fraud-detection,ELEVATED,2,0.89556,11,2026-05-16 17:44:50.152037
fraud-detection,ELEVATED,2,0.88966,10,2026-05-16 17:44:47.791421
fraud-detection,ELEVATED,2,0.90182,11,2026-05-16 17:44:37.452472
fraud-detection,ELEVATED,2,0.90285,11,2026-05-16 17:44:35.482600
fraud-detection,ELEVATED,2,0.90001,10,2026-05-16 17:44:31.290451
fraud-detection,ELEVATED,2,0.90124,9,2026-05-16 17:44:25.441052
fraud-detection,ELEVATED,2,0.91844,9,2026-05-16 17:44:17.152277
fraud-detection,ELEVATED,2,0.8938,10,2026-05-16 17:44:02.478546
fraud-detection,ELEVATED,2,0.90381,9,2026-05-16 17:44:00.342199
fraud-detection,ELEVATED,2,0.88678,9,2026-05-16 17:43:56.368930
fraud-detection,ELEVATED,2,0.88909,9,2026-05-16 17:43:50.336007
fraud-detection,ELEVATED,2,0.87464,9,2026-05-16 17:43:46.145757
fraud-detection,ELEVATED,2,0.86687,9,2026-05-16 17:43:37.988011
fraud-detection,ELEVATED,2,0.87049,8,2026-05-16 17:43:36.112936
fraud-detection,ELEVATED,2,0.87883,9,2026-05-16 17:43:23.920270
fraud-detection,ELEVATED,2,0.86559,9,2026-05-16 17:43:09.672188
fraud-detection,ELEVATED,2,0.86899,8,2026-05-16 17:43:03.716355
fraud-detection,ELEVATED,2,0.87974,8,2026-05-16 17:42:59.544144
fraud-detection,ELEVATED,2,0.88787,7,2026-05-16 17:42:51.459950
fraud-detection,ELEVATED,2,0.89385,6,2026-05-16 17:42:49.423457
fraud-detection,ELEVATED,2,0.92193,6,2026-05-16 17:42:43.351962
fraud-detection,ELEVATED,2,0.92302,5,2026-05-16 17:42:35.348367
fraud-detection,ELEVATED,2,0.89841,7,2026-05-16 17:42:10.882759
fraud-detection,ELEVATED,2,0.91547,7,2026-05-16 17:42:02.874092
fraud-detection,ELEVATED,2,0.90143,9,2026-05-16 17:41:44.609879
fraud-detection,ELEVATED,2,0.89282,8,2026-05-16 17:41:30.457370
fraud-detection,ELEVATED,2,0.88697,10,2026-05-16 17:41:20.333897
fraud-detection,ELEVATED,2,0.89559,9,2026-05-16 17:41:16.331115
fraud-detection,ELEVATED,2,0.88267,8,2026-05-16 17:41:14.296488
fraud-detection,ELEVATED,2,0.87261,8,2026-05-16 17:41:04.290012
fraud-detection,ELEVATED,2,0.86083,7,2026-05-16 17:41:02.262401
fraud-detection,ELEVATED,2,0.87504,8,2026-05-16 17:40:56.105503
fraud-detection,ELEVATED,2,0.87141,7,2026-05-16 17:40:54.137486
fraud-detection,ELEVATED,2,0.85147,9,2026-05-16 17:40:29.382699
fraud-detection,ELEVATED,2,0.85339,8,2026-05-16 17:40:27.337939
fraud-detection,ELEVATED,2,0.86973,9,2026-05-16 17:40:07.138670
fraud-detection,ELEVATED,2,0.86645,8,2026-05-16 17:40:01.086197
fraud-detection,ELEVATED,2,0.87066,7,2026-05-16 17:39:57.056707
fraud-detection,ELEVATED,2,0.86119,7,2026-05-16 17:39:46.713693
fraud-detection,ELEVATED,2,0.87097,6,2026-05-16 17:39:44.713747
fraud-detection,ELEVATED,2,0.8809,5,2026-05-16 17:39:40.658964
fraud-detection,ELEVATED,2,0.89768,5,2026-05-16 17:39:26.686465
fraud-detection,ELEVATED,2,0.88524,7,2026-05-16 17:38:37.672387
fraud-detection,ELEVATED,2,0.89133,10,2026-05-16 17:38:05.188824
fraud-detection,ELEVATED,2,0.8972,9,2026-05-16 17:38:01.164090
fraud-detection,ELEVATED,2,0.89072,8,2026-05-16 17:37:51.074324
fraud-detection,ELEVATED,2,0.87921,7,2026-05-16 17:37:44.921538
fraud-detection,ELEVATED,2,0.89098,6,2026-05-16 17:37:42.984727
fraud-detection,ELEVATED,2,0.88502,5,2026-05-16 17:37:39.148818
fraud-detection,ELEVATED,2,0.92826,5,2026-05-16 17:37:14.573411
fraud-detection,ELEVATED,2,0.90303,6,2026-05-16 17:35:29.214582
fraud-detection,ELEVATED,2,0.91358,11,2026-05-16 17:34:56.716127
fraud-detection,ELEVATED,2,0.90804,12,2026-05-16 17:34:42.561675
fraud-detection,ELEVATED,2,0.90248,12,2026-05-16 17:34:36.553342
fraud-detection,ELEVATED,2,0.90948,12,2026-05-16 17:34:34.491320
fraud-detection,ELEVATED,2,0.91439,11,2026-05-16 17:34:32.463506
fraud-detection,ELEVATED,2,0.91363,11,2026-05-16 17:34:22.321947
fraud-detection,ELEVATED,2,0.90765,11,2026-05-16 17:34:20.298602
fraud-detection,ELEVATED,2,0.91442,10,2026-05-16 17:34:18.308902
fraud-detection,ELEVATED,2,0.91552,11,2026-05-16 17:34:08.193487
fraud-detection,ELEVATED,2,0.91162,11,2026-05-16 17:34:06.203301
fraud-detection,ELEVATED,2,0.89593,11,2026-05-16 17:34:01.978308
fraud-detection,ELEVATED,2,0.88883,11,2026-05-16 17:33:51.249887
fraud-detection,ELEVATED,2,0.88397,10,2026-05-16 17:33:45.168894
fraud-detection,ELEVATED,2,0.8921,9,2026-05-16 17:33:39.085679
fraud-detection,ELEVATED,2,0.89044,8,2026-05-16 17:33:35.020191
fraud-detection,ELEVATED,2,0.87529,7,2026-05-16 17:33:24.949800
fraud-detection,ELEVATED,2,0.8736,6,2026-05-16 17:33:20.895378
fraud-detection,ELEVATED,2,0.87324,5,2026-05-16 17:33:14.744087
fraud-detection,ELEVATED,2,0.90978,9,2026-05-16 17:31:47.190281
fraud-detection,ELEVATED,2,0.90891,11,2026-05-16 17:31:22.941921
fraud-detection,ELEVATED,2,0.90769,10,2026-05-16 17:31:20.890667
fraud-detection,ELEVATED,2,0.89131,10,2026-05-16 17:31:08.689193
fraud-detection,ELEVATED,2,0.89179,9,2026-05-16 17:31:06.663943
fraud-detection,ELEVATED,2,0.88032,9,2026-05-16 17:31:04.692893
fraud-detection,ELEVATED,2,0.87843,8,2026-05-16 17:30:58.563451
fraud-detection,ELEVATED,2,0.88001,9,2026-05-16 17:30:54.531244
fraud-detection,ELEVATED,2,0.867,8,2026-05-16 17:30:50.448658
fraud-detection,ELEVATED,2,0.87553,7,2026-05-16 17:30:46.449171
fraud-detection,ELEVATED,2,0.86676,7,2026-05-16 17:30:44.364275
fraud-detection,ELEVATED,2,0.88989,8,2026-05-16 17:30:36.247780
fraud-detection,ELEVATED,2,0.91347,10,2026-05-16 17:30:09.915516
fraud-detection,ELEVATED,2,0.92391,9,2026-05-16 17:30:05.941021
fraud-detection,ELEVATED,2,0.93386,8,2026-05-16 17:29:57.788605
fraud-detection,ELEVATED,2,0.93733,7,2026-05-16 17:29:55.758868
fraud-detection,ELEVATED,2,0.95015,6,2026-05-16 17:29:45.638020
fraud-detection,ELEVATED,2,0.95402,5,2026-05-16 17:29:41.627503
fraud-detection,ELEVATED,2,0.95316,5,2026-05-16 17:29:39.589620
fraud-detection,ELEVATED,2,0.94478,5,2026-05-16 17:29:29.442042
fraud-detection,ELEVATED,2,0.87307,7,2026-05-16 17:28:40.641287
fraud-detection,ELEVATED,2,0.87458,9,2026-05-16 17:28:34.634389
fraud-detection,ELEVATED,2,0.86774,8,2026-05-16 17:28:18.141619
fraud-detection,ELEVATED,2,0.8704,7,2026-05-16 17:28:16.103176
fraud-detection,ELEVATED,2,0.89906,8,2026-05-16 17:28:04.008177
fraud-detection,ELEVATED,2,0.89962,9,2026-05-16 17:27:49.737456
fraud-detection,ELEVATED,2,0.91531,9,2026-05-16 17:27:43.643978
fraud-detection,ELEVATED,2,0.92523,9,2026-05-16 17:27:39.585598
fraud-detection,ELEVATED,2,0.9198,9,2026-05-16 17:27:37.605411
fraud-detection,ELEVATED,2,0.91473,8,2026-05-16 17:27:35.517676
fraud-detection,ELEVATED,2,0.90678,9,2026-05-16 17:27:09.169594
fraud-detection,ELEVATED,2,0.89704,8,2026-05-16 17:27:07.151397
fraud-detection,ELEVATED,2,0.88939,8,2026-05-16 17:27:01.092615
fraud-detection,ELEVATED,2,0.88451,7,2026-05-16 17:26:51.008988
fraud-detection,ELEVATED,2,0.89404,7,2026-05-16 17:26:44.918993
fraud-detection,ELEVATED,2,0.882,6,2026-05-16 17:26:41.016617
fraud-detection,ELEVATED,2,0.86262,5,2026-05-16 17:26:38.777594
fraud-detection,ELEVATED,2,0.87018,6,2026-05-16 17:26:18.503345
fraud-detection,ELEVATED,2,0.88382,5,2026-05-16 17:26:10.284867
fraud-detection,ELEVATED,2,0.89786,7,2026-05-16 17:25:45.939619
fraud-detection,ELEVATED,2,0.89297,6,2026-05-16 17:25:25.798084
fraud-detection,ELEVATED,2,0.89718,5,2026-05-16 17:25:23.786186
fraud-detection,ELEVATED,2,0.86431,7,2026-05-16 17:24:00.078723
fraud-detection,ELEVATED,2,0.86825,6,2026-05-16 17:23:58.053855
fraud-detection,ELEVATED,2,0.85174,5,2026-05-16 17:23:54.040432
fraud-detection,ELEVATED,2,0.92612,5,2026-05-16 17:22:30.649281
fraud-detection,ELEVATED,2,0.93462,5,2026-05-16 17:22:10.457751
fraud-detection,ELEVATED,2,0.94516,5,2026-05-16 17:21:52.214533
fraud-detection,ELEVATED,2,0.91459,7,2026-05-16 17:21:17.961712
fraud-detection,ELEVATED,2,0.91442,6,2026-05-16 17:21:15.872217
fraud-detection,ELEVATED,2,0.90718,6,2026-05-16 17:21:03.647264
fraud-detection,ELEVATED,2,0.90413,6,2026-05-16 17:20:59.213662
fraud-detection,ELEVATED,2,0.89128,5,2026-05-16 17:20:51.593202
fraud-detection,ELEVATED,2,0.8966,7,2026-05-16 17:19:02.007392
fraud-detection,ELEVATED,2,0.88211,7,2026-05-16 17:18:45.645874
fraud-detection,ELEVATED,2,0.87833,6,2026-05-16 17:18:43.693794
fraud-detection,ELEVATED,2,0.89646,7,2026-05-16 17:18:17.322906
fraud-detection,ELEVATED,2,0.89107,7,2026-05-16 17:18:13.303723
fraud-detection,ELEVATED,2,0.87753,6,2026-05-16 17:18:11.263594
fraud-detection,ELEVATED,2,0.89288,5,2026-05-16 17:18:05.256697
fraud-detection,ELEVATED,2,0.88792,5,2026-05-16 17:17:59.171733
fraud-detection,ELEVATED,2,0.91967,7,2026-05-16 17:17:34.954251
fraud-detection,ELEVATED,2,0.91845,6,2026-05-16 17:17:30.889930
fraud-detection,ELEVATED,2,0.9011,6,2026-05-16 17:17:14.749004
fraud-detection,ELEVATED,2,0.90243,6,2026-05-16 17:17:00.660833
fraud-detection,ELEVATED,2,0.90054,5,2026-05-16 17:16:58.670377
fraud-detection,ELEVATED,2,0.89528,5,2026-05-16 17:16:52.573176
fraud-detection,ELEVATED,2,0.9069,5,2026-05-16 17:16:26.248453
fraud-detection,ELEVATED,2,0.92146,5,2026-05-16 17:16:11.997170
fraud-detection,ELEVATED,2,0.92806,5,2026-05-16 17:15:53.837690
fraud-detection,ELEVATED,2,0.93116,7,2026-05-16 17:15:29.587144
fraud-detection,ELEVATED,2,0.93526,7,2026-05-16 17:15:27.647393
fraud-detection,ELEVATED,2,0.9258,7,2026-05-16 17:15:17.479104
fraud-detection,ELEVATED,2,0.93072,6,2026-05-16 17:15:09.304784
fraud-detection,ELEVATED,2,0.92137,7,2026-05-16 17:14:53.130606
fraud-detection,ELEVATED,2,0.91352,6,2026-05-16 17:14:49.151430
fraud-detection,ELEVATED,2,0.91,5,2026-05-16 17:14:47.074452
fraud-detection,ELEVATED,2,0.87291,7,2026-05-16 17:14:28.889872
fraud-detection,ELEVATED,2,0.8755,7,2026-05-16 17:14:20.867180
fraud-detection,ELEVATED,2,0.86315,8,2026-05-16 17:14:04.700308
fraud-detection,ELEVATED,2,0.86337,7,2026-05-16 17:13:56.479915
fraud-detection,ELEVATED,2,0.85687,6,2026-05-16 17:13:46.452317
fraud-detection,ELEVATED,2,0.86723,6,2026-05-16 17:13:42.336302
fraud-detection,ELEVATED,2,0.87056,5,2026-05-16 17:13:40.292193
fraud-detection,ELEVATED,2,0.87505,6,2026-05-16 17:13:28.171992
fraud-detection,ELEVATED,2,0.85306,8,2026-05-16 17:12:45.714455
fraud-detection,ELEVATED,2,0.85079,7,2026-05-16 17:12:35.619218
fraud-detection,ELEVATED,2,0.87221,7,2026-05-16 17:12:23.230524
fraud-detection,ELEVATED,2,0.88113,6,2026-05-16 17:12:15.146671
fraud-detection,ELEVATED,2,0.88798,6,2026-05-16 17:12:09.108033
fraud-detection,ELEVATED,2,0.90334,5,2026-05-16 17:12:07.053493
fraud-detection,ELEVATED,2,0.92272,5,2026-05-16 17:12:05.055259
fraud-detection,ELEVATED,2,0.88583,7,2026-05-16 17:11:26.639946
fraud-detection,ELEVATED,2,0.87757,6,2026-05-16 17:11:24.619223
fraud-detection,ELEVATED,2,0.86108,5,2026-05-16 17:11:10.301271
fraud-detection,ELEVATED,2,0.86516,5,2026-05-16 17:11:06.259432
fraud-detection,ELEVATED,2,0.85016,5,2026-05-16 17:10:56.167738
fraud-detection,ELEVATED,2,0.85556,5,2026-05-16 17:10:48.036361
fraud-detection,ELEVATED,2,0.885,8,2026-05-16 17:10:09.664656
fraud-detection,ELEVATED,2,0.8973,8,2026-05-16 17:09:59.556937
fraud-detection,ELEVATED,2,0.8946,7,2026-05-16 17:09:51.329826
fraud-detection,ELEVATED,2,0.90606,7,2026-05-16 17:09:43.203493
fraud-detection,ELEVATED,2,0.89643,6,2026-05-16 17:09:35.161500
fraud-detection,ELEVATED,2,0.89438,5,2026-05-16 17:09:33.111461
fraud-detection,ELEVATED,2,0.90623,6,2026-05-16 17:09:14.785801
fraud-detection,ELEVATED,2,0.90712,5,2026-05-16 17:09:12.723123
fraud-detection,ELEVATED,2,0.92802,5,2026-05-16 17:08:44.434598
fraud-detection,ELEVATED,2,0.94738,6,2026-05-16 17:08:24.146590
fraud-detection,ELEVATED,2,0.95276,5,2026-05-16 17:08:15.940268
fraud-detection,ELEVATED,2,0.9446,5,2026-05-16 17:07:57.774264
fraud-detection,ELEVATED,2,0.9444,5,2026-05-16 17:07:45.555318
fraud-detection,ELEVATED,2,0.88846,5,2026-05-16 17:06:56.904757
fraud-detection,ELEVATED,2,0.88162,5,2026-05-16 17:06:22.684498
fraud-detection,ELEVATED,2,0.8706,5,2026-05-16 17:06:10.350610
fraud-detection,ELEVATED,2,0.88568,5,2026-05-16 17:05:58.255968
fraud-detection,ELEVATED,2,0.88953,9,2026-05-16 17:05:32.026800
fraud-detection,ELEVATED,2,0.89118,8,2026-05-16 17:05:29.961320
fraud-detection,ELEVATED,2,0.89307,9,2026-05-16 17:05:17.756439
fraud-detection,ELEVATED,2,0.90069,11,2026-05-16 17:04:59.619099
fraud-detection,ELEVATED,2,0.89679,10,2026-05-16 17:04:57.488470
fraud-detection,ELEVATED,2,0.90341,10,2026-05-16 17:04:47.365823
fraud-detection,ELEVATED,2,0.90783,9,2026-05-16 17:04:45.304029
fraud-detection,ELEVATED,2,0.90387,8,2026-05-16 17:04:39.263456
fraud-detection,ELEVATED,2,0.89679,7,2026-05-16 17:04:33.142559
fraud-detection,ELEVATED,2,0.90589,7,2026-05-16 17:04:29.080654
fraud-detection,ELEVATED,2,0.92273,7,2026-05-16 17:04:23.010549
fraud-detection,ELEVATED,2,0.92228,6,2026-05-16 17:04:17.033737
fraud-detection,ELEVATED,2,0.93386,5,2026-05-16 17:04:15.005267
fraud-detection,ELEVATED,2,0.86153,7,2026-05-16 17:02:47.795529
fraud-detection,ELEVATED,2,0.87047,6,2026-05-16 17:02:43.759692
fraud-detection,ELEVATED,2,0.89072,6,2026-05-16 17:02:23.240090
fraud-detection,ELEVATED,2,0.90774,5,2026-05-16 17:02:17.176219
fraud-detection,ELEVATED,2,0.88661,7,2026-05-16 17:01:10.398190
fraud-detection,ELEVATED,2,0.89967,6,2026-05-16 17:00:55.805816
fraud-detection,ELEVATED,2,0.89342,6,2026-05-16 17:00:43.685574
fraud-detection,ELEVATED,2,0.91092,6,2026-05-16 17:00:29.576987
fraud-detection,ELEVATED,2,0.90035,6,2026-05-16 17:00:23.473543
fraud-detection,ELEVATED,2,0.88954,5,2026-05-16 17:00:19.351186
fraud-detection,ELEVATED,2,0.88718,5,2026-05-16 16:59:44.851421
fraud-detection,ELEVATED,2,0.88973,6,2026-05-16 16:59:24.623338
fraud-detection,ELEVATED,2,0.90761,7,2026-05-16 16:59:06.260050
fraud-detection,ELEVATED,2,0.9176,6,2026-05-16 16:58:58.225328
fraud-detection,ELEVATED,2,0.89277,9,2026-05-16 16:58:31.915754
fraud-detection,ELEVATED,2,0.89845,8,2026-05-16 16:58:30.010387
fraud-detection,ELEVATED,2,0.88192,8,2026-05-16 16:58:25.974769
fraud-detection,ELEVATED,2,0.86831,8,2026-05-16 16:58:23.941528
fraud-detection,ELEVATED,2,0.85901,8,2026-05-16 16:58:11.642500
fraud-detection,ELEVATED,2,0.85905,8,2026-05-16 16:57:49.405125
fraud-detection,ELEVATED,2,0.88698,9,2026-05-16 16:57:43.313173
fraud-detection,ELEVATED,2,0.88282,9,2026-05-16 16:57:41.343900
fraud-detection,ELEVATED,2,0.8862,9,2026-05-16 16:57:35.100309
fraud-detection,ELEVATED,2,0.88916,8,2026-05-16 16:57:29.067070
fraud-detection,ELEVATED,2,0.8937,7,2026-05-16 16:57:25.077863
fraud-detection,ELEVATED,2,0.90845,6,2026-05-16 16:57:20.951455
fraud-detection,ELEVATED,2,0.92238,5,2026-05-16 16:57:06.818428
fraud-detection,ELEVATED,2,0.92953,8,2026-05-16 16:56:46.631050
fraud-detection,ELEVATED,2,0.91546,8,2026-05-16 16:56:44.619750
fraud-detection,ELEVATED,2,0.90846,7,2026-05-16 16:56:42.658910
fraud-detection,ELEVATED,2,0.91662,6,2026-05-16 16:56:40.588841
fraud-detection,ELEVATED,2,0.94349,7,2026-05-16 16:56:04.281519
fraud-detection,ELEVATED,2,0.9202,7,2026-05-16 16:55:56.075962
fraud-detection,ELEVATED,2,0.9333,6,2026-05-16 16:55:54.076190
fraud-detection,ELEVATED,2,0.92736,5,2026-05-16 16:55:50.076921
fraud-detection,ELEVATED,2,0.90791,7,2026-05-16 16:54:59.463013
fraud-detection,ELEVATED,2,0.93353,7,2026-05-16 16:54:33.029969
fraud-detection,ELEVATED,2,0.9271,6,2026-05-16 16:54:26.943961
fraud-detection,ELEVATED,2,0.93998,5,2026-05-16 16:54:22.894629
fraud-detection,ELEVATED,2,0.95332,4,2026-05-16 16:54:18.858910
fraud-detection,ELEVATED,2,0.95827,3,2026-05-16 16:54:14.887573
fraud-detection,ELEVATED,2,0.96953,3,2026-05-16 16:54:08.763431
fraud-detection,ELEVATED,2,0.90291,7,2026-05-16 16:53:11.819486
fraud-detection,ELEVATED,2,0.89137,7,2026-05-16 16:53:05.772942
fraud-detection,ELEVATED,2,0.89718,6,2026-05-16 16:52:59.720678
fraud-detection,ELEVATED,2,0.89696,5,2026-05-16 16:52:45.574799
fraud-detection,ELEVATED,2,0.9076,5,2026-05-16 16:52:43.560201
fraud-detection,ELEVATED,2,0.90422,5,2026-05-16 16:51:45.098620
fraud-detection,ELEVATED,2,0.90259,9,2026-05-16 16:51:06.591677
fraud-detection,ELEVATED,2,0.90117,9,2026-05-16 16:50:58.279821
fraud-detection,ELEVATED,2,0.90542,9,2026-05-16 16:50:56.263913
fraud-detection,ELEVATED,2,0.9117,8,2026-05-16 16:50:52.082274
fraud-detection,ELEVATED,2,0.9155,8,2026-05-16 16:50:35.970669
fraud-detection,ELEVATED,2,0.90816,8,2026-05-16 16:50:23.860471
fraud-detection,ELEVATED,2,0.90837,7,2026-05-16 16:50:17.779324
